x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,Temperature,Humidity,time,odor_label
start,1123.0,1123.1,5764.5,5764.7,5765.7,4326.9,4326.9,4328.2,20570.9,20573.2,20578.1,17732.1,17726.6,17698.9,1123.2,1123.1,1123.1,1123.1,-9799054.0,-7538705.0,-6751338.5,1779.5,1779.1,1779.8,3416.2,3416.4,3417.3,4162.5,4160.3,4160.9,1123.1,1123.1,1123.1,1123.1,25883.2,25907.7,25889.9,108915.7,109677.4,109727.8,3729.0,3726.9,3727.5,3048.7,3049.1,3053.0,1123.1,1123.1,1123.1,1123.1,97067.1,97205.8,97497.4,4493.9,4497.4,4500.1,1122.8,1122.8,1122.8,2903.1,2903.0,2903.0,1123.2,1123.1,28.98,31.16,0.0,whiskey_cuttysark
start,1123.0,1123.1,5762.9,5764.0,5764.9,4326.5,4326.1,4327.2,20553.9,20554.1,20546.4,17760.6,17736.7,17762.7,1123.1,1123.1,1123.1,1123.1,-9322765.0,-6826178.0,-6327782.0,1779.2,1778.9,1779.5,3415.9,3415.6,3416.1,4161.7,4159.2,4159.3,1123.1,1123.1,1123.1,1123.1,25883.7,25912.3,25903.2,108994.9,109521.3,109700.0,3727.5,3726.5,3727.5,3048.3,3049.2,3053.0,1123.1,1123.1,1123.1,1123.1,97159.8,97192.9,96981.0,4496.0,4499.7,4501.4,1122.8,1122.8,1122.8,2902.2,2902.5,2903.2,1123.1,1123.1,28.99,31.120001,1.8,whiskey_cuttysark
start,1123.0,1123.1,5764.6,5764.5,5764.6,4326.5,4326.2,4327.4,20563.6,20567.9,20569.7,17738.6,17725.9,17749.1,1123.1,1123.1,1123.1,1123.1,-11561334.0,-7195615.0,-7826133.5,1779.5,1779.3,1779.5,3416.7,3415.7,3416.8,4161.7,4160.9,4161.6,1123.2,1123.1,1123.1,1123.1,25861.9,25902.5,25897.8,108919.8,109613.7,109909.2,3728.4,3727.1,3728.0,3048.7,3048.9,3053.0,1123.1,1123.1,1123.1,1123.1,97037.3,97321.4,96907.1,4497.3,4501.0,4503.7,1122.9,1122.8,1122.8,2901.5,2901.8,2902.7,1123.1,1123.1,29.02,31.139999,3.6,whiskey_cuttysark
start,1123.0,1123.1,5763.5,5764.5,5765.1,4326.1,4326.9,4327.8,20557.7,20558.4,20566.3,17756.5,17773.1,17721.4,1123.2,1123.1,1123.1,1123.1,-11878244.0,-8803664.0,-6826178.0,1779.6,1779.2,1779.8,3417.4,3417.4,3417.7,4162.5,4161.3,4160.6,1123.1,1123.1,1123.1,1123.1,25867.3,25888.8,25898.3,108885.3,109496.7,109784.4,3728.6,3727.7,3728.3,3049.2,3049.3,3053.5,1123.1,1123.1,1123.1,1123.1,96775.6,96969.8,97227.6,4497.1,4500.2,4503.4,1122.8,1122.8,1122.8,2901.7,2901.8,2902.5,1123.1,1123.1,28.99,31.15,5.4,whiskey_cuttysark
start,1123.0,1123.1,5764.2,5764.8,5766.0,4326.4,4327.9,4328.8,20563.0,20572.0,20541.9,17731.8,17692.0,17731.7,1123.2,1123.1,1123.1,1123.1,-9212654.0,-7991851.0,-6874306.5,1779.3,1778.8,1779.3,3417.5,3417.7,3418.4,4162.5,4163.0,4162.0,1123.1,1123.1,1123.1,1123.1,25878.2,25863.9,25900.0,108545.9,109393.3,109786.5,3728.6,3727.8,3728.8,3049.0,3049.0,3053.3,1123.1,1123.1,1123.1,1123.1,96826.9,96555.2,97311.7,4497.2,4500.8,4504.9,1122.8,1122.8,1122.8,2901.5,2902.1,2902.6,1123.1,1123.1,28.99,31.1,7.2,whiskey_cuttysark
start,1123.0,1123.1,5763.5,5767.5,5766.1,4327.9,4327.6,4329.1,20572.1,20576.0,20571.5,17737.1,17724.5,17771.9,1123.1,1123.1,1123.1,1123.1,-13101982.0,-7222265.0,-7419194.5,1779.3,1778.8,1779.6,3417.1,3418.0,3418.6,4163.1,4161.3,4161.9,1123.2,1123.1,1123.1,1123.1,25861.4,25881.3,25880.9,108739.6,109328.9,109443.5,3729.2,3727.8,3728.3,3048.9,3049.6,3054.0,1123.1,1123.1,1123.0,1123.1,96806.9,96911.9,97384.6,4495.3,4499.7,4502.7,1122.8,1122.8,1122.8,2902.4,2902.5,2903.0,1123.1,1123.1,28.99,31.07,9.0,whiskey_cuttysark
start,1123.0,1123.1,5766.2,5767.3,5767.6,4327.0,4327.9,4328.9,20560.6,20562.9,20565.7,17771.3,17750.8,17817.9,1123.2,1123.1,1123.1,1123.1,-10112420.0,-6536351.5,-7485649.0,1779.3,1779.2,1779.6,3418.6,3417.8,3419.4,4163.0,4162.6,4162.5,1123.2,1123.1,1123.1,1123.1,25888.1,25883.1,25890.7,108933.0,109498.8,109740.1,3729.2,3727.9,3728.2,3049.2,3049.0,3054.3,1123.1,1123.1,1123.1,1123.1,96903.9,97327.9,97384.6,4496.0,4500.8,4503.5,1122.8,1122.8,1122.8,2902.6,2902.8,2903.3,1123.1,1123.1,28.959999,31.09,10.8,whiskey_cuttysark
start,1123.0,1123.1,5765.8,5767.0,5767.7,4327.8,4327.5,4329.3,20552.4,20549.0,20555.8,17722.6,17742.7,17758.3,1123.2,1123.1,1123.1,1123.1,-9881816.0,-7391074.0,-7112504.5,1779.3,1778.6,1779.1,3418.4,3417.4,3419.0,4163.8,4163.4,4162.5,1123.1,1123.1,1123.1,1123.1,25888.4,25909.8,25915.4,109068.0,109509.0,109949.5,3729.7,3729.0,3729.8,3050.0,3050.1,3054.5,1123.1,1123.1,1123.1,1123.1,97043.7,97327.9,97273.7,4496.2,4499.9,4503.9,1122.8,1122.8,1122.8,2901.6,2902.0,2902.6,1123.1,1123.1,29.01,31.030001,12.6,whiskey_cuttysark
start,1123.0,1123.1,5767.3,5767.6,5767.6,4328.5,4328.8,4330.5,20550.4,20568.2,20555.7,17753.4,17725.7,17713.8,1123.1,1123.1,1123.1,1123.1,-9701550.0,-7504855.5,-6203642.5,1779.3,1778.7,1779.7,3420.1,3421.3,3421.9,4164.2,4162.0,4162.4,1123.1,1123.1,1123.1,1123.1,25882.5,25890.9,25926.8,109026.4,109521.3,109890.6,3730.5,3728.8,3729.6,3050.8,3050.4,3055.5,1123.1,1123.1,1123.1,1123.1,96822.1,97460.9,97398.4,4496.1,4499.3,4502.5,1122.8,1122.8,1122.8,2902.0,2902.3,2902.4,1123.1,1123.1,28.99,31.059999,14.4,whiskey_cuttysark
start,1123.0,1123.1,5767.2,5767.5,5768.2,4328.4,4328.7,4330.0,20571.4,20573.0,20576.8,17774.6,17764.1,17782.5,1123.2,1123.1,1123.1,1123.1,-8856980.0,-7607327.5,-7186775.0,1779.8,1779.5,1779.8,3420.4,3419.5,3419.5,4164.0,4163.7,4164.3,1123.2,1123.1,1123.1,1123.1,25869.8,25871.3,25888.8,108923.8,109301.4,109763.8,3730.6,3729.1,3729.5,3051.1,3051.3,3056.2,1123.1,1123.1,1123.0,1123.1,96920.8,97227.6,97128.3,4496.7,4500.8,4503.4,1122.9,1122.8,1122.8,2901.4,2902.2,2903.3,1123.2,1123.1,28.99,31.08,16.2,whiskey_cuttysark
