x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,Temperature,Humidity,time,odor_label
start,1123.0,1123.1,5603.2,5605.5,5604.0,4004.0,4003.8,4005.6,20087.5,20085.5,20098.2,16717.8,16754.8,16735.2,1123.2,1123.1,1123.1,1123.1,-8737917.0,-6012369.0,-6906770.5,1723.5,1722.7,1723.5,3068.2,3067.8,3067.4,4068.8,4070.2,4070.3,1123.1,1123.1,1123.1,1123.1,25652.1,25669.7,25670.8,105056.7,105813.0,105913.6,3539.6,3539.0,3539.2,2914.8,2914.9,2919.8,1123.2,1123.1,1123.1,1123.1,92045.5,92308.4,92709.9,4310.2,4312.9,4316.8,1122.8,1122.8,1122.8,2857.1,2857.2,2857.9,1123.1,1123.1,28.68,28.83,0.0,whiskey_laphroaig
start,1123.0,1123.1,5603.3,5603.1,5604.7,4004.1,4003.9,4006.4,20090.6,20087.7,20085.8,16784.5,16801.4,16765.5,1123.2,1123.1,1123.1,1123.1,-9799054.0,-7381747.5,-7353909.5,1723.3,1722.8,1723.3,3068.1,3067.7,3067.6,4068.7,4067.8,4068.0,1123.2,1123.1,1123.1,1123.1,25662.3,25676.7,25669.6,105408.8,105352.8,105600.0,3540.3,3538.5,3539.3,2914.8,2915.2,2919.9,1123.2,1123.1,1123.0,1123.1,92038.3,92473.3,92413.4,4310.0,4312.5,4315.0,1122.9,1122.8,1122.8,2857.0,2857.5,2858.5,1123.1,1123.1,28.68,28.82,1.8,whiskey_laphroaig
start,1123.0,1123.1,5603.1,5604.2,5602.8,4004.2,4004.6,4005.5,20093.8,20112.7,20112.7,16712.8,16711.1,16787.3,1123.1,1123.1,1123.1,1123.1,-11711782.0,-7160385.5,-7151632.0,1723.6,1723.0,1723.6,3068.4,3068.4,3068.1,4071.5,4070.2,4070.0,1123.2,1123.1,1123.1,1123.1,25641.1,25675.3,25663.2,105445.9,105631.5,106104.7,3539.9,3539.1,3539.4,2915.4,2915.3,2920.0,1123.1,1123.1,1123.1,1123.1,92081.0,92017.3,91965.2,4310.4,4311.0,4314.1,1122.8,1122.8,1122.8,2856.7,2857.7,2857.8,1123.1,1123.1,28.68,28.92,3.6,whiskey_laphroaig
start,1123.0,1123.1,5602.4,5603.6,5603.2,4004.2,4003.5,4005.6,20081.7,20080.4,20087.9,16680.0,16671.7,16655.9,1123.1,1123.1,1123.1,1123.1,-10655801.0,-7112504.5,-6759139.0,1723.3,1722.9,1723.4,3067.4,3067.4,3067.5,4070.4,4069.5,4070.5,1123.1,1123.1,1123.1,1123.1,25639.0,25652.3,25672.2,105423.1,105776.7,106056.6,3538.4,3537.2,3537.5,2914.7,2915.5,2919.0,1123.1,1123.1,1123.1,1123.1,91818.7,91980.4,92360.9,4313.7,4314.4,4317.3,1122.8,1122.8,1122.8,2856.5,2856.7,2857.1,1123.1,1123.1,28.709999,28.9,5.4,whiskey_laphroaig
start,1123.0,1123.1,5601.6,5601.9,5602.7,4004.1,4003.9,4004.6,20094.9,20088.4,20094.2,16705.7,16710.4,16703.5,1123.1,1123.1,1123.1,1123.1,-10446491.0,-7078082.0,-7249114.0,1723.3,1722.8,1723.5,3069.3,3069.1,3068.4,4072.0,4070.6,4071.3,1123.2,1123.1,1123.1,1123.1,25633.6,25657.8,25674.8,105347.1,105370.8,105964.4,3539.4,3538.2,3539.0,2915.4,2915.6,2919.9,1123.1,1123.1,1123.1,1123.1,91962.3,92471.8,92072.3,4312.6,4315.5,4317.4,1122.9,1122.8,1122.8,2856.8,2857.1,2858.0,1123.2,1123.1,28.690001,28.889999,7.2,whiskey_laphroaig
start,1123.0,1123.1,5603.3,5604.1,5603.5,4004.0,4004.8,4006.9,20087.9,20092.0,20087.6,16711.6,16702.2,16704.1,1123.2,1123.1,1123.0,1123.1,-9669480.0,-7134189.0,-7151632.0,1723.4,1722.9,1723.5,3068.8,3068.0,3068.6,4070.4,4069.3,4068.6,1123.1,1123.1,1123.1,1123.1,25642.0,25669.3,25667.4,105350.9,105737.5,106090.3,3539.8,3539.0,3539.7,2915.4,2915.8,2920.4,1123.1,1123.1,1123.1,1123.1,91829.5,92106.4,91787.7,4313.7,4316.6,4319.3,1122.8,1122.8,1122.8,2857.1,2856.2,2857.1,1123.1,1123.1,28.690001,28.9,9.0,whiskey_laphroaig
start,1123.0,1123.1,5602.4,5600.9,5603.4,4004.6,4005.1,4005.8,20107.0,20105.5,20121.4,16756.0,16751.6,16740.6,1123.1,1123.1,1123.1,1123.1,-9183729.0,-7784477.5,-6565695.5,1723.5,1723.2,1723.5,3069.0,3068.7,3069.3,4070.3,4071.5,4071.2,1123.1,1123.1,1123.1,1123.1,25651.8,25681.9,25684.8,105364.2,105902.1,106043.2,3539.9,3538.8,3539.5,2915.5,2916.0,2920.2,1123.1,1123.1,1123.0,1123.1,92078.1,92070.9,92119.4,4311.6,4315.0,4318.0,1122.9,1122.8,1122.8,2857.0,2857.6,2858.0,1123.1,1123.1,28.65,28.84,10.8,whiskey_laphroaig
start,1123.0,1123.1,5601.6,5601.7,5603.5,4005.9,4006.1,4007.2,20107.2,20103.0,20104.3,16694.1,16705.3,16733.7,1123.1,1123.1,1123.1,1123.1,-8565205.0,-7069528.5,-7607327.5,1723.6,1723.3,1723.8,3069.1,3069.4,3069.9,4069.8,4069.6,4070.3,1123.2,1123.1,1123.1,1123.1,25634.1,25665.6,25650.6,105475.3,105696.4,106007.6,3540.4,3539.1,3539.9,2915.4,2916.1,2920.8,1123.1,1123.1,1123.1,1123.1,92201.5,91942.8,91787.7,4310.9,4315.9,4318.0,1122.9,1122.8,1122.8,2856.6,2856.5,2857.3,1123.1,1123.1,28.68,28.889999,12.6,whiskey_laphroaig
start,1123.0,1123.1,5603.6,5601.7,5603.8,4005.3,4005.8,4007.6,20102.5,20103.2,20116.0,16763.8,16744.0,16755.6,1123.1,1123.1,1123.1,1123.1,-8951851.0,-7457023.5,-7060995.5,1723.5,1723.3,1723.6,3071.0,3070.4,3070.5,4071.1,4069.3,4069.8,1123.1,1123.1,1123.1,1123.1,25622.1,25640.9,25634.7,105401.2,105819.7,106029.7,3540.2,3538.6,3539.2,2916.6,2916.3,2920.7,1123.1,1123.1,1123.1,1123.1,91623.1,91908.9,91864.8,4314.6,4317.9,4319.8,1122.8,1122.8,1122.8,2856.9,2856.8,2857.3,1123.1,1123.1,28.66,28.82,14.4,whiskey_laphroaig
start,1123.1,1123.1,5601.4,5602.8,5602.3,4006.4,4007.0,4008.1,20101.1,20111.3,20119.5,16827.2,16761.5,16740.4,1123.2,1123.1,1123.1,1123.1,-10200584.0,-7035520.0,-7010227.5,1723.9,1723.5,1724.1,3071.1,3071.9,3071.8,4070.7,4070.0,4069.8,1123.1,1123.1,1123.1,1123.1,25629.2,25651.1,25651.1,105325.3,105807.3,105923.2,3540.7,3540.1,3539.8,2916.2,2917.5,2921.3,1123.1,1123.1,1123.1,1123.1,91776.2,92092.6,92389.3,4312.8,4314.6,4316.7,1122.9,1122.8,1122.8,2855.9,2856.7,2857.4,1123.1,1123.1,28.68,28.83,16.2,whiskey_laphroaig
